date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:59:14	1436732/1436732	---M--	200	added ('OK')	image/png	etag:CNqO0+Lume4CEAE=	https://images.squarespace-cdn.com/content/v1/5fbadc9cb343b8246f822c04/1610573736676-HKML65TZC3FS481OHDPH/iPad+Pro+12.9_+-+30.png	C:/My%20Web%20Sites/Portfolio%20-%202/images.squarespace-cdn.com/content/v1/5fbadc9cb343b8246f822c04/1610573736676-HKML65TZC3FS481OHDPH/iPad+Pro+12.9_+-+30.png	(from https://www.Sharonyeunkim.com/onnit)
23:59:14	19086373/19086373	---M--	200	added ('OK')	image/gif	etag:COyLi9fe/O4CEAE=	https://images.squarespace-cdn.com/content/v1/5fbadc9cb343b8246f822c04/1613971026481-K3MQINPI1VTV78DZED7Z/AffinityMap.gif	C:/My%20Web%20Sites/Portfolio%20-%202/images.squarespace-cdn.com/content/v1/5fbadc9cb343b8246f822c04/1613971026481-K3MQINPI1VTV78DZED7Z/AffinityMap.gif	(from https://www.Sharonyeunkim.com/onnit)
23:59:16	77567/77567	---M--	400	error ('Bad%20Request')	text/html	date:Fri,%2005%20Aug%202022%2018:29:13%20UTC	https://www.Sharonyeunkim.com/%22https://www.figma.com/embed?embed_host=share&url=https%3A%2F%2Fwww.figma.com%2Fproto%2FoCvKrMhjpkibUdkS4bz88f%2FGoals_LOFI_20201101%3Fnode-id%3D1166%253A5650%26viewport%3D696%252C-127%252C0.10068307816982269%26scaling%3Dscale-down\%22	C:/My%20Web%20Sites/Portfolio%20-%202/www.Sharonyeunkim.com/_https_/www.figma.com/embed.3dde18.delayed	(from https://www.Sharonyeunkim.com/onnit)
23:59:17	262699/262699	---M--	200	added ('OK')	image/png	etag:CKiqruvcrvACEAE=	https://images.squarespace-cdn.com/content/v1/5fbadc9cb343b8246f822c04/1620086581881-IYHKCRGPYFIVESPTFIAN/STYLE_GUIDE.png	C:/My%20Web%20Sites/Portfolio%20-%202/images.squarespace-cdn.com/content/v1/5fbadc9cb343b8246f822c04/1620086581881-IYHKCRGPYFIVESPTFIAN/STYLE_GUIDE.png	(from https://www.Sharonyeunkim.com/onnit)
23:59:17	742522/742522	---M--	200	added ('OK')	image/png	etag:CN6G0qX42e8CEAE=	https://images.squarespace-cdn.com/content/v1/5fbadc9cb343b8246f822c04/1617173360536-PVO45P6CO464Y9JYT1B0/0_THUMBNAIL.png	C:/My%20Web%20Sites/Portfolio%20-%202/images.squarespace-cdn.com/content/v1/5fbadc9cb343b8246f822c04/1617173360536-PVO45P6CO464Y9JYT1B0/0_THUMBNAIL.png	(from https://www.Sharonyeunkim.com/onnit)
23:59:19	56269/56269	---M-Z	200	added ('OK')	text/html	etag:W/%2298baa57d6c8540669e7e5de29da3cd3b%22	https://www.Sharonyeunkim.com/parsons-student-portal-redesign	C:/My%20Web%20Sites/Portfolio%20-%202/www.Sharonyeunkim.com/parsons-student-portal-redesign.html	(from https://www.Sharonyeunkim.com/onnit)
23:59:20	0/0	---M--	301	error ('Moved%20Permanently')	image/png	date:Fri,%2005%20Aug%202022%2018:29:18%20GMT	http://static1.squarespace.com/static/5fbadc9cb343b8246f822c04/t/60415e7615fc37004beb8089/1613153340998/iPad+Pro+12.9_+-+19.png?format=1500w	C:/My%20Web%20Sites/Portfolio%20-%202/static1.squarespace.com/static/5fbadc9cb343b8246f822c04/t/60415e7615fc37004beb8089/1613153340998/iPad+Pro+12.9_+-+19.4226f7.delayed	(from https://www.Sharonyeunkim.com/homesfirst)
23:59:21	149806/149806	---M--	200	added ('OK')	image/png	etag:CPeo9b345O4CEAE=	https://images.squarespace-cdn.com/content/5fbadc9cb343b8246f822c04/1613153309861-2YXR8WH0JK0JL19BSHWY/iPad+Pro+12.9_+-+19.png?format=1500w&content-type=image%2Fpng	C:/My%20Web%20Sites/Portfolio%20-%202/images.squarespace-cdn.com/content/5fbadc9cb343b8246f822c04/1613153309861-2YXR8WH0JK0JL19BSHWY/iPad+Pro+12.9_+-+192acd.png	(from https://www.Sharonyeunkim.com/homesfirst)
23:59:21	1169295/1169295	---M--	200	added ('OK')	image/png	etag:CPv19+r42e8CEAE=	https://images.squarespace-cdn.com/content/v1/5fbadc9cb343b8246f822c04/1617173505983-QIFHC8RCR57BIJ52F981/Frame+1.png	C:/My%20Web%20Sites/Portfolio%20-%202/images.squarespace-cdn.com/content/v1/5fbadc9cb343b8246f822c04/1617173505983-QIFHC8RCR57BIJ52F981/Frame+1.png	(from https://www.Sharonyeunkim.com/onnit)
00:00:05	8699694/8699694	---M--	200	added ('OK')	image/gif	etag:CLzcpq+X9u4CEAE=	https://images.squarespace-cdn.com/content/v1/5fbadc9cb343b8246f822c04/1613745734396-J69VFSCKW0BLNDUSCIZ1/2_Screen.gif	C:/My%20Web%20Sites/Portfolio%20-%202/images.squarespace-cdn.com/content/v1/5fbadc9cb343b8246f822c04/1613745734396-J69VFSCKW0BLNDUSCIZ1/2_Screen.gif	(from https://www.Sharonyeunkim.com/homesfirst)
00:00:06	9235652/9235652	---M--	200	added ('OK')	image/gif	etag:COXf+5SW9u4CEAE=	https://images.squarespace-cdn.com/content/v1/5fbadc9cb343b8246f822c04/1613745410804-QW3E2YSNAELJ9ZHQ1UIP/1_Screen.gif	C:/My%20Web%20Sites/Portfolio%20-%202/images.squarespace-cdn.com/content/v1/5fbadc9cb343b8246f822c04/1613745410804-QW3E2YSNAELJ9ZHQ1UIP/1_Screen.gif	(from https://www.Sharonyeunkim.com/homesfirst)
00:00:07	94806/94806	---M--	200	added ('OK')	image/jpeg	etag:CJ7WqrLYl+8CEAE=	https://images.squarespace-cdn.com/content/v1/5fbadc9cb343b8246f822c04/1614897070224-N5K2D8XDEUC4RNHIHB21/1_shelter.jpg	C:/My%20Web%20Sites/Portfolio%20-%202/images.squarespace-cdn.com/content/v1/5fbadc9cb343b8246f822c04/1614897070224-N5K2D8XDEUC4RNHIHB21/1_shelter.jpg	(from https://www.Sharonyeunkim.com/homesfirst)
00:00:08	253865/253865	---M--	200	added ('OK')	image/jpeg	etag:CJGgz7LYl+8CEAE=	https://images.squarespace-cdn.com/content/v1/5fbadc9cb343b8246f822c04/1614897070304-AT80MTZC2FC5SBTV10KV/2_shelter.jpg	C:/My%20Web%20Sites/Portfolio%20-%202/images.squarespace-cdn.com/content/v1/5fbadc9cb343b8246f822c04/1614897070304-AT80MTZC2FC5SBTV10KV/2_shelter.jpg	(from https://www.Sharonyeunkim.com/homesfirst)
00:00:08	116686/116686	---M--	200	added ('OK')	image/png	etag:CJ3DgP++9e4CEAE=	https://images.squarespace-cdn.com/content/v1/5fbadc9cb343b8246f822c04/1613722016372-94F7M1AF4DO2R6BBROL7/iPad+Pro+12.9_+-+21.png	C:/My%20Web%20Sites/Portfolio%20-%202/images.squarespace-cdn.com/content/v1/5fbadc9cb343b8246f822c04/1613722016372-94F7M1AF4DO2R6BBROL7/iPad+Pro+12.9_+-+21.png	(from https://www.Sharonyeunkim.com/homesfirst)
00:00:08	345748/345748	---M--	200	added ('OK')	image/png	etag:CJqz+ISo8u4CEAE=	https://images.squarespace-cdn.com/content/v1/5fbadc9cb343b8246f822c04/1613612760749-15LEZ8BLCH69MDX196EI/JourneyMap.png	C:/My%20Web%20Sites/Portfolio%20-%202/images.squarespace-cdn.com/content/v1/5fbadc9cb343b8246f822c04/1613612760749-15LEZ8BLCH69MDX196EI/JourneyMap.png	(from https://www.Sharonyeunkim.com/homesfirst)
00:00:09	389404/389404	---M--	200	added ('OK')	image/jpeg	etag:CLWXke3C+e4CEAE=	https://images.squarespace-cdn.com/content/v1/5fbadc9cb343b8246f822c04/1613860491249-FHRCSD25MC1DVARQGMY8/3_Sketches.jpg	C:/My%20Web%20Sites/Portfolio%20-%202/images.squarespace-cdn.com/content/v1/5fbadc9cb343b8246f822c04/1613860491249-FHRCSD25MC1DVARQGMY8/3_Sketches.jpg	(from https://www.Sharonyeunkim.com/homesfirst)
00:00:09	16936232/16936232	---M--	200	added ('OK')	image/gif	etag:CJep6d6U9u4CEAE=	https://images.squarespace-cdn.com/content/v1/5fbadc9cb343b8246f822c04/1613745009793-A2CU4F6PBFQI4BWRC5N0/4_CoverFINAL.gif	C:/My%20Web%20Sites/Portfolio%20-%202/images.squarespace-cdn.com/content/v1/5fbadc9cb343b8246f822c04/1613745009793-A2CU4F6PBFQI4BWRC5N0/4_CoverFINAL.gif	(from https://www.Sharonyeunkim.com/homesfirst)
00:00:09	269894/269894	---M--	200	added ('OK')	image/jpeg	etag:COuqxK3C+e4CEAE=	https://images.squarespace-cdn.com/content/v1/5fbadc9cb343b8246f822c04/1613860360112-3CSU20Z2PY2RW3GL96MH/2_Sketches.jpg	C:/My%20Web%20Sites/Portfolio%20-%202/images.squarespace-cdn.com/content/v1/5fbadc9cb343b8246f822c04/1613860360112-3CSU20Z2PY2RW3GL96MH/2_Sketches.jpg	(from https://www.Sharonyeunkim.com/homesfirst)
00:00:09	410399/410399	---M--	200	added ('OK')	image/jpeg	etag:CPunr53C+e4CEAE=	https://images.squarespace-cdn.com/content/v1/5fbadc9cb343b8246f822c04/1613860322842-1Z9CFBSZRGE3S0PRNHE3/1_Sketches.jpg	C:/My%20Web%20Sites/Portfolio%20-%202/images.squarespace-cdn.com/content/v1/5fbadc9cb343b8246f822c04/1613860322842-1Z9CFBSZRGE3S0PRNHE3/1_Sketches.jpg	(from https://www.Sharonyeunkim.com/homesfirst)
00:00:09	563970/563970	---M--	200	added ('OK')	image/png	etag:COfP/Ivql+8CEAE=	https://images.squarespace-cdn.com/content/v1/5fbadc9cb343b8246f822c04/1614901803317-KI0Y58O84SCBULHJ23IK/iPad+Pro+12.9_+-+20.png	C:/My%20Web%20Sites/Portfolio%20-%202/images.squarespace-cdn.com/content/v1/5fbadc9cb343b8246f822c04/1614901803317-KI0Y58O84SCBULHJ23IK/iPad+Pro+12.9_+-+20.png	(from https://www.Sharonyeunkim.com/homesfirst)
00:00:11	20668963/20668963	---M--	200	added ('OK')	image/gif	etag:CNCi2aeZ9u4CEAE=	https://images.squarespace-cdn.com/content/v1/5fbadc9cb343b8246f822c04/1613746245528-D662LQA5PG58NGQC9XHD/3_Screen.gif	C:/My%20Web%20Sites/Portfolio%20-%202/images.squarespace-cdn.com/content/v1/5fbadc9cb343b8246f822c04/1613746245528-D662LQA5PG58NGQC9XHD/3_Screen.gif	(from https://www.Sharonyeunkim.com/homesfirst)
00:00:12	77567/77567	---M--	400	error ('Bad%20Request')	text/html	date:Fri,%2005%20Aug%202022%2018:30:09%20UTC	https://www.Sharonyeunkim.com/%22https://www.figma.com/embed?embed_host=share&url=https%3A%2F%2Fwww.figma.com%2Fproto%2FU4ZCA9wXMmfje0WPXZrmV8%2FHomesFirst-Design-Sprint%3Fnode-id%3D279%253A21%26viewport%3D740%252C-580%252C0.11338558048009872%26scaling%3Dscale-down\%22	C:/My%20Web%20Sites/Portfolio%20-%202/www.Sharonyeunkim.com/_https_/www.figma.com/embed.5042d2.delayed	(from https://www.Sharonyeunkim.com/homesfirst)
00:00:13	865845/865845	---M--	200	added ('OK')	image/png	etag:CNfH/ZKCqO8CEAE=	https://images.squarespace-cdn.com/content/v1/5fbadc9cb343b8246f822c04/1615458018951-D82OYZVDW3YFHSV8OBSW/Frame+10.png	C:/My%20Web%20Sites/Portfolio%20-%202/images.squarespace-cdn.com/content/v1/5fbadc9cb343b8246f822c04/1615458018951-D82OYZVDW3YFHSV8OBSW/Frame+10.png	(from https://www.Sharonyeunkim.com/parsons-student-portal-redesign)
00:00:13	397834/397834	---M--	200	added ('OK')	image/png	etag:CPWY2qb9p+8CEAE=	https://images.squarespace-cdn.com/content/v1/5fbadc9cb343b8246f822c04/1615456729918-PCTUWYYOCK30RJB8R3TN/Frame+11.png	C:/My%20Web%20Sites/Portfolio%20-%202/images.squarespace-cdn.com/content/v1/5fbadc9cb343b8246f822c04/1615456729918-PCTUWYYOCK30RJB8R3TN/Frame+11.png	(from https://www.Sharonyeunkim.com/parsons-student-portal-redesign)
00:00:15	77567/77567	---M--	400	error ('Bad%20Request')	text/html	date:Fri,%2005%20Aug%202022%2018:30:13%20UTC	https://www.Sharonyeunkim.com/%22https://www.figma.com/embed?embed_host=share&url=https%3A%2F%2Fwww.figma.com%2Fproto%2FTagrNzKJWvW5vajqYF9gdb%2FMyNewSchool-Redesign%3Fnode-id%3D94%253A46%26viewport%3D616%252C226%252C0.14669519662857056%26scaling%3Dscale-down-width\%22	C:/My%20Web%20Sites/Portfolio%20-%202/www.Sharonyeunkim.com/_https_/www.figma.com/embed.538b24.delayed	(from https://www.Sharonyeunkim.com/parsons-student-portal-redesign)
00:00:16	146347/146347	---M--	200	added ('OK')	image/png	etag:CJjStLyKqO8CEAE=	https://images.squarespace-cdn.com/content/v1/5fbadc9cb343b8246f822c04/1615460266298-BEJBEFKY4LF5VFXZWWB1/Frame+16.png	C:/My%20Web%20Sites/Portfolio%20-%202/images.squarespace-cdn.com/content/v1/5fbadc9cb343b8246f822c04/1615460266298-BEJBEFKY4LF5VFXZWWB1/Frame+16.png	(from https://www.Sharonyeunkim.com/parsons-student-portal-redesign)
00:00:16	935051/935051	---M--	200	added ('OK')	image/png	etag:COzWvt7Gp+8CEAE=	https://images.squarespace-cdn.com/content/v1/5fbadc9cb343b8246f822c04/1615442072055-R6CXDDXBGKPOAJB9D31R/Frame+4.png	C:/My%20Web%20Sites/Portfolio%20-%202/images.squarespace-cdn.com/content/v1/5fbadc9cb343b8246f822c04/1615442072055-R6CXDDXBGKPOAJB9D31R/Frame+4.png	(from https://www.Sharonyeunkim.com/parsons-student-portal-redesign)
